"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","is_station","is_district","is_postcode","predict","profitMargin","buy","actualProfit"
"510",12444,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB4","D",79,5,5.8,3,435,224,"Average","owner-occupied",51.523215,-0.410307,132,32,5,"hayes and harlington","Affinity Water",53100,"Hillingdon","rail",0,1,0,1.6846154,373000,FALSE,FALSE,FALSE,427188.299846482,0.145276943288155,0,0
"511",672,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N12","C",47,2,2.3,1.8,286,225,"Average","owner-occupied",51.613249,-0.177359,58,94,4,"woodside park","Affinity Water",51100,"Barnet","tube",1,0,0,0.7164742,176000,FALSE,FALSE,FALSE,201496.196427389,0.144864752428349,0,0
"512",10399,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM8","D",100,3,4.8,1.8,253,96,"Average","owner-occupied",51.545774,0.11645,70,7,5,"becontree","Essex & Suffolk Water",39400,"Barking and Dagenham","tube",1,0,0,0.7170956,319000,FALSE,FALSE,FALSE,365097.658079626,0.144506765139894,0,0
"513",1961,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE14","F",32,1,3.1,1.2,552,208,"Very Poor","rental (private)",51.481154,-0.050164,40,6,2,"queens road peckham","Thames Water",49700,"Lewisham","light_rail",0,1,1,0.6934824,172000,FALSE,FALSE,FALSE,196741.303475597,0.14384478764882,0,0
"514",10633,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",81,4,3.5,0.9,226,56,"Good","owner-occupied",51.404871,-0.052993,81,42,4,"birkbeck","Thames Water",61300,"Bromley","light_rail",0,1,1,0.2255682,415000,FALSE,FALSE,FALSE,474691.150899959,0.143834098554119,0,0
"515",404,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",53,2,3.3,2.8,320,270,"Average","owner-occupied",51.441907,-0.047807,25,37,3,"forest hill","Thames Water",58000,"Lewisham","light_rail",0,1,1,0.34177,266000,FALSE,FALSE,FALSE,304187.169443889,0.143560787383042,0,0
"516",3616,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM9","F",85,4,8.1,1,567,68,"Average","rental (private)",51.539149,0.116315,86,8,5,"becontree","Essex & Suffolk Water",39500,"Barking and Dagenham","tube",1,0,0,0.5269472,271000,FALSE,FALSE,FALSE,309882.253222876,0.143476949161905,0,0
"517",8513,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N4","D",277,11,8.7,4.9,178,100,"Poor","owner-occupied",51.57612,-0.118145,122,69,3,"crouch hill","Thames Water",65500,"Hackney","light_rail",0,0,1,0.394589,1746000,FALSE,FALSE,FALSE,1996383.44163723,0.143404033011011,0,0
"518",7596,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT1","E",95,6,5.6,1.5,338,85,"Average","owner-occupied",51.418246,-0.311728,22,13,6,"hampton wick","Thames Water",63800,"Kingston upon Thames","rail",0,1,0,0.332449,624000,FALSE,FALSE,FALSE,713354.028837366,0.14319555903424,0,0
"519",2306,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N11","D",91,5,4.5,1.2,284,75,"Average","owner-occupied",51.614052,-0.125041,47,38,3,"bounds green","Thames Water",52200,"Barnet","tube",1,0,0,0.4741282,521000,FALSE,FALSE,FALSE,595368.003441061,0.14274088952219,0,0
"520",3668,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM13","D",69.64,4,4.6,4.5,392,388,"Poor","owner-occupied",51.518651,0.19728,120,6,6,"rainham","Essex & Suffolk Water",45800,"Havering","rail",0,2,0,0.4853134,271000,FALSE,FALSE,FALSE,309634.627672683,0.142563201744219,0,0
"521",9578,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1P","D",273,8,12,6.4,224,120,"Good","owner-occupied",51.496062,-0.140835,97,17,1,"victoria","Thames Water",57500,"Westminster","tube",3,1,0,0.201955,3873000,FALSE,TRUE,FALSE,4424047.14127051,0.14227914827537,0,0
"522",10682,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","E",102,4,5.4,2.9,300,162,"Poor","rental (private)",51.462796,-0.176205,143,19,2,"clapham junction","Thames Water",65900,"Wandsworth","light_rail",0,1,1,0.453622,687000,FALSE,FALSE,FALSE,784556.090586468,0.142003043066183,0,0
"523",4483,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",123,6,3.9,2.2,196,112,"Average","owner-occupied",51.420023,-0.174169,89,16,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.1454076,751000,FALSE,FALSE,FALSE,857331.813538129,0.141586968759159,0,0
"524",3190,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1V","D",31,1,2.7,1.8,493,333,"Poor","owner-occupied",51.490532,-0.13465,112,11,1,"pimlico","Thames Water",51700,"Westminster","tube",1,0,0,0.0913458,357000,FALSE,TRUE,FALSE,407484.640829852,0.141413559747485,0,0
"525",639,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","C",102,3,2.6,2.1,146,117,"Average","owner-occupied",51.411723,-0.017026,101,46,4,"beckenham junction","Thames Water",60200,"Bromley","light_rail",0,2,1,0.469157,407000,FALSE,FALSE,FALSE,464451.711466573,0.141158996232367,0,0
"526",7663,NA,NA,"S","N","F",NA,NA,NA,"LEYTON",NA,NA,"E10","D",86,4,3.1,1.8,203,120,"Average","owner-occupied",51.563014,-0.007868,181,15,3,"leyton","Thames Water",53300,"Waltham Forest","tube",1,0,0,0.3802968,506000,FALSE,FALSE,FALSE,577376.599018439,0.141060472368457,0,0
"527",10395,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA17","D",67,4,3.7,0.9,285,67,"Poor","owner-occupied",51.490458,0.149136,76,15,5,"belvedere","Thames Water",45700,"Bexley","rail",0,1,0,0.3747042,284000,FALSE,FALSE,FALSE,323885.616072563,0.140442310114658,0,0
"528",13135,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE16","C",36,2,2.3,1.5,355,242,"Very Poor","owner-occupied",51.50265,-0.04818,96,6,2,"rotherhithe","Thames Water",69100,"Southwark","light_rail",0,0,1,0.357305,279000,FALSE,FALSE,FALSE,317895.213425346,0.139409367115937,0,0
"529",15241,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW19","E",192,7,11.4,3.4,335,101,"Poor","rental (social)",51.432081,-0.199698,146,30,3,"wimbledon park","Thames Water",75000,"Merton","tube",1,0,0,0.3057288,1355000,FALSE,FALSE,FALSE,1541586.20159594,0.13770199379774,0,0
"530",5384,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR2","C",47,2,2.4,2.1,303,267,"Good","owner-occupied",51.378348,0.016852,31,72,5,"hayes","Thames Water",61600,"Bromley","rail",0,1,0,0.444301,205000,FALSE,FALSE,FALSE,233061.086715523,0.13688334983182,0,0
"531",11126,NA,NA,"T","N","F",NA,NA,NA,"STROUD GREEN",NA,NA,"N4","D",184,6,7.4,3.7,228,112,"Poor","owner-occupied",51.571664,-0.113181,83,40,3,"crouch hill","Thames Water",58000,"Hackney","light_rail",0,0,1,0.214383,1109000,FALSE,FALSE,FALSE,1260793.84710337,0.136874523988614,0,0
"532",10029,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT1","D",58,2,3.1,2.9,319,291,"Average","owner-occupied",51.409764,-0.307856,137,11,6,"kingston","Thames Water",63900,"Kingston upon Thames","rail",0,1,0,0.4946344,329000,FALSE,FALSE,FALSE,373685.703347081,0.135822806526081,0,0
"533",7627,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW8","E",65,3,5.1,0.8,467,64,"Good","owner-occupied",51.483487,-0.316189,27,11,4,"syon lane","Thames Water",51200,"Hounslow","rail",0,1,0,0.6605482,369000,FALSE,FALSE,FALSE,419055.35243951,0.135651361624688,0,0
"534",3467,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA5","E",128,7,6.9,2.4,307,104,"Average","owner-occupied",51.580846,-0.373586,55,50,5,"rayners lane","Affinity Water",67000,"Harrow","tube",1,0,0,0.4032886,693000,FALSE,FALSE,FALSE,786958.092622195,0.135581663235491,0,0
"535",5505,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN5","C",54,3,2.1,1.1,223,115,"Poor","owner-occupied",51.650572,-0.185045,18,86,5,"high barnet","Affinity Water",55400,"Barnet","tube",1,0,0,0.5387538,277000,FALSE,FALSE,FALSE,314408.986331574,0.135050492171746,0,0
"536",3300,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"SM4","D",47,3,2.7,1.2,338,146,"Good","owner-occupied",51.398106,-0.185061,132,21,3,"belgrave walk","SES Water",49800,"Merton","light_rail",0,0,1,0.562367,252000,FALSE,FALSE,FALSE,285916.129257974,0.134587814515771,0,0
"537",3854,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","E",74,3,4.6,2.5,351,188,"Average","owner-occupied",51.583938,0.157656,161,21,6,"romford","Essex & Suffolk Water",46300,"Havering","light_rail",0,1,1,1.4932242,286000,FALSE,FALSE,FALSE,324464.745904764,0.134492118548125,0,0
"538",2430,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA16","D",159,9,6.4,3.6,227,128,"Average","owner-occupied",51.466798,0.120006,90,46,5,"bexleyheath","Thames Water",51300,"Bexley","rail",0,1,0,0.7071532,526000,FALSE,FALSE,FALSE,596736.256797263,0.134479575660195,0,0
"539",6395,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","C",55,3,2.5,1.3,268,132,"Good","rental (private)",51.423339,-0.180379,36,14,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.394589,350000,FALSE,FALSE,FALSE,396901.134613828,0.134003241753795,0,0
"540",6603,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA2","D",67,3,2.6,1.5,224,131,"Average","owner-occupied",51.593732,-0.351009,91,55,5,"harrow and wealdstone","Affinity Water",63700,"Harrow","tube",2,1,1,0.8152768,306000,FALSE,FALSE,FALSE,346950.020352467,0.133823595923094,0,0
"541",15033,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA5","D",57,3,2.9,1.4,265,129,"Average","owner-occupied",51.594202,-0.406531,53,55,6,"northwood hills","Affinity Water",60700,"Harrow","tube",1,0,0,0.7624578,276000,FALSE,FALSE,FALSE,312853.912599201,0.133528668837684,0,0
"542",15224,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM3","C",89,5,3.2,1.6,205,99,"Average","owner-occupied",51.61036,0.209806,67,56,6,"harold wood","Essex & Suffolk Water",40300,"Havering","rail",0,1,0,1.929447,271000,FALSE,FALSE,FALSE,307152.472535085,0.133403957694041,0,0
"543",11951,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW1","D",67,3,2.9,0.8,253,69,"Average","owner-occupied",51.44733,-0.335206,44,14,5,"twickenham","Thames Water",70600,"Richmond upon Thames","rail",0,1,0,0.5101694,547000,FALSE,TRUE,FALSE,619928.099252366,0.133323764629554,0,0
"544",6485,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","E",77,5,5.1,0.9,375,65,"Average","owner-occupied",51.573336,-0.376726,120,51,5,"rayners lane","Affinity Water",60000,"Harrow","tube",1,0,0,0.4374656,414000,FALSE,FALSE,FALSE,468904.777922367,0.132620236527457,0,0
"545",4634,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E8","D",69,2,3,1.3,252,106,"Good","owner-occupied",51.549387,-0.067931,43,21,2,"hackney downs","Thames Water",53300,"Hackney","light_rail",0,1,1,0.3392844,455000,FALSE,FALSE,FALSE,515322.29525074,0.13257647307855,0,0
"546",1548,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE22","E",166,8,7.9,3.7,272,125,"Good","owner-occupied",51.454467,-0.072114,77,33,2,"east dulwich","Thames Water",67000,"Southwark","rail",0,1,0,0.897923,1172000,FALSE,FALSE,FALSE,1327204.79534537,0.132427299782739,0,0
"547",416,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE25","C",89,4,2.7,1.1,169,64,"Average","rental (private)",51.395169,-0.064977,105,42,3,"arena","Thames Water",48100,"Croydon","light_rail",0,0,1,0.4530006,340000,FALSE,FALSE,FALSE,385014.225142278,0.132394779830229,0,0
"548",5721,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT5","D",80,5,3.1,1.8,219,124,"Average","owner-occupied",51.381505,-0.276091,89,29,5,"tolworth","Thames Water",55400,"Kingston upon Thames","rail",0,1,0,0.43498,374000,FALSE,FALSE,FALSE,423416.110331433,0.13212863724982,0,0
"549",6373,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",84,5,2.9,1.6,183,96,"Average","rental (private)",51.546087,0.192053,27,9,6,"elm park","Essex & Suffolk Water",44600,"Havering","tube",1,0,0,0.4735068,314000,FALSE,FALSE,FALSE,355160.385497918,0.131084030248147,0,0
"550",14964,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",163,7,8.6,4.3,298,149,"Average","owner-occupied",51.478142,0.066944,129,75,4,"woolwich arsenal","Thames Water",58800,"Greenwich","light_rail",0,1,1,1.0476804,703000,FALSE,FALSE,FALSE,795092.65087876,0.130999503383727,0,0
"551",8539,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE17","E",57.3,3,4.3,3.2,390,291,"Average","owner-occupied",51.490409,-0.092882,46,7,2,"elephant and castle","Thames Water",43300,"Southwark","tube",3,1,0,0.7226882,333000,FALSE,FALSE,FALSE,376431.944833643,0.130426260761689,0,0
"552",1976,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E4","D",115,6,5.4,2.2,265,105,"Average","owner-occupied",51.616051,-0.028586,67,14,4,"angel road","Thames Water",46900,"Waltham Forest","rail",0,1,0,1.0725364,442000,FALSE,FALSE,FALSE,499040.989124027,0.129052011592821,0,0
"553",9856,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA8","E",74,4,5.9,2.6,448,195,"Average","owner-occupied",51.600663,-0.27091,70,59,4,"burnt oak","Affinity Water",53500,"Barnet","tube",1,0,0,0.4150952,436000,FALSE,FALSE,FALSE,492159.380490865,0.128805918557029,0,0
"554",10467,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",74.98,5,6.3,4.5,498,355,"Good","owner-occupied",51.49,0.08991,41,5,4,"plumstead","Thames Water",43900,"Greenwich","rail",0,1,0,0.3423914,296000,FALSE,FALSE,FALSE,334030.90711072,0.128482794292972,0,0
"555",11098,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",44.59,2,1.7,1.3,236,179,"Average","owner-occupied",51.547923,-0.080036,206,22,2,"dalston kingsland","Thames Water",49000,"Islington","light_rail",0,0,1,0.2752802,324000,FALSE,FALSE,FALSE,365598.915249846,0.128391713734094,0,0
"556",10594,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","C",67.62,4,2.6,2,235,175,"Average","owner-occupied",51.427148,-0.172058,95,20,3,"tooting broadway","Thames Water",51300,"Wandsworth","tube",1,0,0,0.251667,357000,FALSE,FALSE,FALSE,402831.964392589,0.128380852640306,0,0
"557",5074,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR7","D",72,5,3.5,2.8,291,233,"Average","rental (private)",51.389795,-0.117636,114,40,3,"ampere way","Thames Water",48600,"Croydon","light_rail",0,0,1,0.925886,304000,FALSE,FALSE,FALSE,342937.407015893,0.128083575710175,0,0
"558",13091,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW16","D",93,4,3.3,1.1,202,66,"Poor","owner-occupied",51.404635,-0.112167,136,40,4,"thornton heath","Thames Water",51500,"Croydon","rail",0,1,0,0.770536,393000,FALSE,FALSE,FALSE,443247.438092948,0.127856076572386,0,0
"559",15060,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE22","D",58,4,3,1.5,294,148,"Very Poor","owner-occupied",51.460924,-0.069927,169,28,2,"east dulwich","Thames Water",62600,"Southwark","rail",0,1,0,0.6387992,411000,FALSE,FALSE,FALSE,463246.70753133,0.127120942898613,0,0
"560",8208,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA8","D",87,4,3.8,1.3,247,85,"Average","owner-occupied",51.627131,-0.265078,73,71,5,"edgware","Affinity Water",53800,"Barnet","tube",1,0,0,1.1825242,474000,FALSE,FALSE,FALSE,534001.679766713,0.126585822292643,0,0
"561",14762,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SE19","E",98.83,5,7.2,4.4,378,233,"Good","owner-occupied",51.413026,-0.093343,85,80,3,"gipsy hill","Thames Water",58200,"Croydon","rail",0,1,0,1.1290838,549000,FALSE,FALSE,FALSE,618442.177686572,0.126488483946397,0,0
"562",14826,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE2","E",94,6,4.7,1.9,283,113,"Average","owner-occupied",51.481722,0.132652,82,69,4,"abbey wood","Thames Water",50100,"Greenwich","rail",0,1,0,1.1284624,361000,FALSE,FALSE,FALSE,406513.093876071,0.126075052288286,0,0
"563",1043,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA8","D",104,5,4,1.8,219,98,"Average","owner-occupied",51.603145,-0.258715,91,54,4,"burnt oak","Affinity Water",43800,"Barnet","tube",1,0,0,0.3566836,454000,FALSE,FALSE,FALSE,510754.166179231,0.125009176606236,0,0
"564",11112,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"UB5","C",99,5,3,1.5,173,86,"Good","owner-occupied",51.553653,-0.373503,31,49,5,"northolt","Affinity Water",45700,"Ealing","tube",1,0,0,0.6406634,430000,FALSE,FALSE,FALSE,483706.420942637,0.12489865335497,0,0
"565",15414,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EC1V","C",82,4,2.3,1.8,160,125,"Average","rental (private)",51.530639,-0.100501,100,26,1,"angel","Thames Water",53800,"Islington","tube",1,0,0,0.3952104,576000,FALSE,FALSE,FALSE,647381.68906411,0.12392654351408,0,0
"566",10063,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA4","D",64,4,3.4,0.8,306,71,"Average","owner-occupied",51.563645,-0.399159,21,44,5,"south ruislip","Affinity Water",59800,"Hillingdon","tube",1,1,0,0.6425276,358000,FALSE,FALSE,FALSE,402292.003401246,0.12372067989175,0,0
"567",15594,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW9","D",74.02,3,3.4,3.3,273,264,"Average","owner-occupied",51.477696,-0.113026,14,9,2,"oval","Thames Water",51100,"Lambeth","tube",1,0,0,0.4641858,428000,FALSE,FALSE,FALSE,480930.336531323,0.123669010587203,0,0
"568",3430,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SM6","F",195,8,13,5.7,378,168,"Very Poor","owner-occupied",51.351403,-0.153705,69,81,5,"wallington","SES Water",53000,"Sutton","rail",0,1,0,1.0265528,757000,FALSE,FALSE,FALSE,850235.846246307,0.123164922386139,0,0
"569",550,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W3","D",43.26,2,3.6,3.6,470,464,"Average","rental (private)",51.516449,-0.268998,11,31,3,"acton main line","Thames Water",51800,"Ealing","rail",0,1,0,0.111852,267000,FALSE,FALSE,FALSE,299845.277676869,0.12301602126168,0,0
"570",15834,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA0","C",99,5,3.3,1.1,187,61,"Average","owner-occupied",51.544829,-0.286799,83,42,3,"stonebridge park","Affinity Water",48900,"Brent","tube",2,0,1,0.764322,485000,FALSE,FALSE,FALSE,544563.832934614,0.122812026669308,0,0
"571",2352,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E5","C",64,3,1.7,1.7,157,158,"Good","rental (private)",51.564743,-0.048697,NA,9,2,"clapton","Thames Water",44600,"Hackney","light_rail",0,0,1,0.4399512,342000,FALSE,FALSE,FALSE,383958.551340786,0.122685822633878,0,0
"572",5235,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",78,3,4.2,3.2,281,210,"Poor","owner-occupied",51.550752,-0.167569,37,70,2,"belsize park","Thames Water",65400,"Camden","tube",1,0,0,0.2398604,846000,FALSE,TRUE,FALSE,949612.318434617,0.122473189639027,0,0
"573",12700,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA5","E",99,5,6.4,2.5,306,111,"Average","owner-occupied",51.43916,0.153705,34,18,6,"bexley","Thames Water",61700,"Bexley","rail",0,1,0,0.487799,461000,FALSE,FALSE,FALSE,517060.180330311,0.121605597245793,0,0
"574",14607,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT3","D",110,6,5.4,2.3,278,115,"Average","owner-occupied",51.390306,-0.260727,58,21,4,"malden manor","Thames Water",56700,"Kingston upon Thames","rail",0,1,0,0.487799,562000,FALSE,FALSE,FALSE,630304.293672757,0.121537889097433,0,0
"575",3785,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM6","D",113,6,4.9,2.5,248,126,"Average","owner-occupied",51.57931,0.121313,78,26,5,"chadwell heath","Essex & Suffolk Water",46600,"Redbridge","rail",0,1,0,0.9706268,393000,FALSE,FALSE,FALSE,440713.528585151,0.121408469682317,0,0
"576",15292,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","E",139,7,7.8,3.9,259,121,"Average","owner-occupied",51.406999,-0.193738,129,18,3,"morden road","Thames Water",72900,"Merton","light_rail",0,0,1,0.2970292,890000,FALSE,FALSE,FALSE,997794.311156968,0.121117203547155,0,0
"577",5393,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR4","D",95.6104,6,4.5,3.6,279,226,"Good","rental (social)",51.408824,-0.162497,29,23,3,"mitcham eastfields","Thames Water",45700,"Merton","rail",0,1,0,0.6387992,396000,FALSE,FALSE,FALSE,443955.065783329,0.121098650968004,0,0
"578",7216,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT2","D",67,3,2.6,0.7,225,58,"Good","owner-occupied",51.43004,-0.30833,66,9,6,"hampton wick","Thames Water",68800,"Kingston upon Thames","rail",0,1,0,1.7386772,522000,FALSE,FALSE,FALSE,584866.166274327,0.120433268724763,0,0
"579",4767,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA2","D",67.76,4,4,4,308,308,"Good","rental (private)",51.558198,-0.375779,31,40,5,"northolt","Affinity Water",52200,"Harrow","tube",1,0,0,1.0016968,367000,FALSE,FALSE,FALSE,411167.707260369,0.120347976186292,0,0
"580",7087,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N14","B",70.7,3,1.6,1.3,138,110,"Average","rental (private)",51.639922,-0.139426,64,83,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.7817212,310000,FALSE,FALSE,FALSE,347043.667768999,0.119495702480643,0,0
"581",3381,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE2","C",70,4,2.6,1.1,208,89,"Average","owner-occupied",51.493954,0.125673,91,3,4,"abbey wood","Thames Water",41400,"Greenwich","rail",0,1,0,0.860639,272000,FALSE,FALSE,FALSE,304493.130929399,0.119460040181612,0,0
"582",11268,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E1","C",77,3,2.5,2.1,184,157,"Good","owner-occupied",51.511392,-0.070519,80,19,1,"tower gateway","Thames Water",60700,"Tower Hamlets","light_rail",0,0,1,0.3423914,614000,FALSE,FALSE,FALSE,687100.175855058,0.119055661001724,0,0
"583",9884,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW6","C",67,3,2.2,1.7,188,144,"Poor","owner-occupied",51.484331,-0.207521,32,6,2,"west kensington","Thames Water",57600,"Hammersmith and Fulham","tube",1,0,0,0.680433,547000,FALSE,TRUE,FALSE,612013.657415652,0.118854949571575,0,0
"584",5828,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",48.96,2,3.4,3.2,464,428,"Good","rental (private)",51.47998,-0.080849,41,5,2,"peckham rye","Thames Water",46100,"Southwark","light_rail",0,1,1,1.0694294,299000,FALSE,FALSE,FALSE,334367.795570384,0.118286941706969,0,0
"585",296,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW7","D",68,4,3.1,1.7,255,146,"Average","owner-occupied",51.608854,-0.239346,36,71,4,"mill hill broadway","Thames Water",67000,"Barnet","rail",0,1,0,0.65247,345000,FALSE,FALSE,FALSE,385703.276826104,0.117980512539431,0,0
"586",11148,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",120,6,7,3.2,332,150,"Average","owner-occupied",51.404223,-0.264138,96,17,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5114122,609000,FALSE,FALSE,FALSE,680280.396058389,0.117044985317552,0,0
"587",1916,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM2","C",51,2,2.3,2,262,233,"Average","owner-occupied",51.352755,-0.193115,79,79,5,"sutton","SES Water",48800,"Sutton","rail",0,1,0,0.6481202,196000,FALSE,FALSE,FALSE,218891.028412696,0.116790961289263,0,0
"588",5395,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT9","C",81,3,2.3,1,160,66,"Good","owner-occupied",51.37402,-0.297436,90,32,6,"chessington north","Thames Water",57500,"Kingston upon Thames","rail",0,1,0,0.9488778,372000,FALSE,FALSE,FALSE,415338.247793188,0.116500666110721,0,0
"589",1267,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W8","E",237,9,13,6.2,310,147,"Very Poor","owner-occupied",51.497848,-0.195307,37,12,1,"high street kensington","Thames Water",69200,"Kensington and Chelsea","tube",2,0,0,0.5729308,3686000,TRUE,TRUE,TRUE,4113372.24870668,0.115944722926393,0,0
"590",13962,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","B",51,2,0.9,0.8,90,83,"Good","rental (private)",51.5425,-0.089941,38,23,2,"essex road","Thames Water",56000,"Islington","rail",0,1,0,0.3778112,420000,FALSE,FALSE,FALSE,468625.631889348,0.115775314022258,0,0
"591",3351,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW16","D",86,4,3,0.9,199,59,"Good","owner-occupied",51.418074,-0.139445,79,28,3,"streatham common","Thames Water",49300,"Croydon","rail",0,1,0,0.3921034,430000,FALSE,FALSE,FALSE,479698.555390522,0.115578035791911,0,0
"592",7490,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N12","E",127,6,6.9,2.1,308,92,"Average","owner-occupied",51.615039,-0.184123,46,81,4,"woodside park","Affinity Water",51100,"Barnet","tube",1,0,0,0.4374656,562000,FALSE,FALSE,FALSE,626928.543704172,0.115531216555466,0,0
"593",10355,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA15","F",55,2,6.4,5.6,689,597,"Average","rental (private)",51.442288,0.098279,145,35,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,0.6872684,227000,FALSE,FALSE,FALSE,253005.102848304,0.114559924441866,0,0
